"COU","Country","VAR","Variable","CO2","Country of origin","YEA","Year","Value","Flag Codes","Flags"
"TUR","Turkey","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2003","2003",163,,
"TUR","Turkey","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2004","2004",185,,
"TUR","Turkey","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2005","2005",193,,
"TUR","Turkey","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2006","2006",208,,
"TUR","Turkey","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2007","2007",212,,
"TUR","Turkey","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2008","2008",216,,
"TUR","Turkey","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2009","2009",217,,
"TUR","Turkey","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2010","2010",217,,
"TUR","Turkey","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2011","2011",220,,
"TUR","Turkey","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2012","2012",221,,
"TUR","Turkey","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2013","2013",221,,
"TUR","Turkey","SFTD","% of foreign-trained doctors","TOT","Total","2000","2000",0.065,,
"TUR","Turkey","SFTD","% of foreign-trained doctors","TOT","Total","2001","2001",0.128,,
"TUR","Turkey","SFTD","% of foreign-trained doctors","TOT","Total","2002","2002",0.17,,
"TUR","Turkey","SFTD","% of foreign-trained doctors","TOT","Total","2003","2003",0.193,,
"TUR","Turkey","SFTD","% of foreign-trained doctors","TOT","Total","2004","2004",0.214,,
"TUR","Turkey","SFTD","% of foreign-trained doctors","TOT","Total","2005","2005",0.216,,
"TUR","Turkey","SFTD","% of foreign-trained doctors","TOT","Total","2006","2006",0.23,,
"TUR","Turkey","SFTD","% of foreign-trained doctors","TOT","Total","2007","2007",0.226,,
"TUR","Turkey","SFTD","% of foreign-trained doctors","TOT","Total","2008","2008",0.221,,
"TUR","Turkey","SFTD","% of foreign-trained doctors","TOT","Total","2009","2009",0.214,,
"TUR","Turkey","SFTD","% of foreign-trained doctors","TOT","Total","2010","2010",0.208,,
"TUR","Turkey","SFTD","% of foreign-trained doctors","TOT","Total","2011","2011",0.206,,
"TUR","Turkey","SFTD","% of foreign-trained doctors","TOT","Total","2012","2012",0.201,,
"TUR","Turkey","SFTD","% of foreign-trained doctors","TOT","Total","2013","2013",0.195,,
"TUR","Turkey","TNBN","Total number of nurses","TOT","Total","2000","2000",69550,,
"TUR","Turkey","TNBN","Total number of nurses","TOT","Total","2001","2001",72607,,
"TUR","Turkey","TNBN","Total number of nurses","TOT","Total","2002","2002",72393,,
"TUR","Turkey","TNBN","Total number of nurses","TOT","Total","2003","2003",74483,,
"TUR","Turkey","TNBN","Total number of nurses","TOT","Total","2004","2004",75753,,
"TUR","Turkey","TNBN","Total number of nurses","TOT","Total","2005","2005",78182,,
"TUR","Turkey","TNBN","Total number of nurses","TOT","Total","2006","2006",82626,,
"TUR","Turkey","TNBN","Total number of nurses","TOT","Total","2007","2007",94661,,
"TUR","Turkey","TNBN","Total number of nurses","TOT","Total","2008","2008",99910,,
"TUR","Turkey","TNBN","Total number of nurses","TOT","Total","2009","2009",105176,,
"TUR","Turkey","TNBN","Total number of nurses","TOT","Total","2010","2010",114772,,
"TUR","Turkey","TNBN","Total number of nurses","TOT","Total","2011","2011",124982,,
"TUR","Turkey","TNBN","Total number of nurses","TOT","Total","2012","2012",134906,,
"TUR","Turkey","TNBN","Total number of nurses","TOT","Total","2013","2013",139544,,
"TUR","Turkey","DTRN","Domestically-trained nurses","TOT","Total","2000","2000",69539,,
"TUR","Turkey","DTRN","Domestically-trained nurses","TOT","Total","2001","2001",72583,,
"TUR","Turkey","DTRN","Domestically-trained nurses","TOT","Total","2002","2002",72359,,
"TUR","Turkey","DTRN","Domestically-trained nurses","TOT","Total","2003","2003",74436,,
"TUR","Turkey","DTRN","Domestically-trained nurses","TOT","Total","2004","2004",75693,,
"TUR","Turkey","DTRN","Domestically-trained nurses","TOT","Total","2005","2005",78111,,
"TUR","Turkey","DTRN","Domestically-trained nurses","TOT","Total","2006","2006",82547,,
"TUR","Turkey","DTRN","Domestically-trained nurses","TOT","Total","2007","2007",94571,,
"TUR","Turkey","DTRN","Domestically-trained nurses","TOT","Total","2008","2008",99814,,
"TUR","Turkey","DTRN","Domestically-trained nurses","TOT","Total","2009","2009",105074,,
"TUR","Turkey","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",114661,,
"TUR","Turkey","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",124853,,
"TUR","Turkey","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",134728,,
"TUR","Turkey","DTRN","Domestically-trained nurses","TOT","Total","2013","2013",139305,,
"TUR","Turkey","FTNS","Foreign-trained nurses - Stock","TOT","Total","2000","2000",11,,
"TUR","Turkey","FTNS","Foreign-trained nurses - Stock","TOT","Total","2001","2001",24,,
"TUR","Turkey","FTNS","Foreign-trained nurses - Stock","TOT","Total","2002","2002",34,,
"TUR","Turkey","FTNS","Foreign-trained nurses - Stock","TOT","Total","2003","2003",47,,
"TUR","Turkey","FTNS","Foreign-trained nurses - Stock","TOT","Total","2004","2004",60,,
"TUR","Turkey","FTNS","Foreign-trained nurses - Stock","TOT","Total","2005","2005",71,,
"TUR","Turkey","FTNS","Foreign-trained nurses - Stock","TOT","Total","2006","2006",79,,
"TUR","Turkey","FTNS","Foreign-trained nurses - Stock","TOT","Total","2007","2007",90,,
"TUR","Turkey","FTNS","Foreign-trained nurses - Stock","TOT","Total","2008","2008",96,,
"TUR","Turkey","FTNS","Foreign-trained nurses - Stock","TOT","Total","2009","2009",102,,
"TUR","Turkey","FTNS","Foreign-trained nurses - Stock","TOT","Total","2010","2010",111,,
"TUR","Turkey","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",129,,
"TUR","Turkey","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",178,,
"TUR","Turkey","FTNS","Foreign-trained nurses - Stock","TOT","Total","2013","2013",239,,
"TUR","Turkey","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2000","2000",11,,
"TUR","Turkey","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2001","2001",23,,
"TUR","Turkey","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2002","2002",32,,
"TUR","Turkey","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2003","2003",42,,
"TUR","Turkey","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2004","2004",54,,
"TUR","Turkey","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2005","2005",63,,
"TUR","Turkey","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2006","2006",70,,
"TUR","Turkey","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2007","2007",80,,
"TUR","Turkey","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2008","2008",86,,
"TUR","Turkey","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2009","2009",92,,
"TUR","Turkey","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2010","2010",100,,
"TUR","Turkey","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2011","2011",115,,
"TUR","Turkey","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2012","2012",157,,
"TUR","Turkey","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2013","2013",217,,
"TUR","Turkey","SFTN","% of foreign-trained nurses","TOT","Total","2000","2000",0.016,,
"TUR","Turkey","SFTN","% of foreign-trained nurses","TOT","Total","2001","2001",0.033,,
"TUR","Turkey","SFTN","% of foreign-trained nurses","TOT","Total","2002","2002",0.047,,
"TUR","Turkey","SFTN","% of foreign-trained nurses","TOT","Total","2003","2003",0.063,,
"TUR","Turkey","SFTN","% of foreign-trained nurses","TOT","Total","2004","2004",0.079,,
"TUR","Turkey","SFTN","% of foreign-trained nurses","TOT","Total","2005","2005",0.091,,
"TUR","Turkey","SFTN","% of foreign-trained nurses","TOT","Total","2006","2006",0.096,,
"TUR","Turkey","SFTN","% of foreign-trained nurses","TOT","Total","2007","2007",0.095,,
"TUR","Turkey","SFTN","% of foreign-trained nurses","TOT","Total","2008","2008",0.096,,
"TUR","Turkey","SFTN","% of foreign-trained nurses","TOT","Total","2009","2009",0.097,,
"TUR","Turkey","SFTN","% of foreign-trained nurses","TOT","Total","2010","2010",0.097,,
"TUR","Turkey","SFTN","% of foreign-trained nurses","TOT","Total","2011","2011",0.103,,
"TUR","Turkey","SFTN","% of foreign-trained nurses","TOT","Total","2012","2012",0.132,,
"TUR","Turkey","SFTN","% of foreign-trained nurses","TOT","Total","2013","2013",0.171,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2008","2008",146834,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2009","2009",153497,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2010","2010",155448,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2011","2011",158577,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2012","2012",160748,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2013","2013",169601,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2014","2014",172561,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2008","2008",99817,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2009","2009",104913,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",104657,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",108152,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",110341,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",116359,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",119171,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2008","2008",43885,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2009","2009",45775,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",45771,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",45983,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",46192,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",48734,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",48766,,
"GBR","United Kingdom","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2008","2008",2175,,
"GBR","United Kingdom","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2009","2009",1977,,
"GBR","United Kingdom","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2010","2010",1905,,
"GBR","United Kingdom","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2011","2011",1816,,
"GBR","United Kingdom","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2012","2012",1758,,
"GBR","United Kingdom","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2013","2013",1700,,
"GBR","United Kingdom","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2014","2014",1632,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2008","2008",3135,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2009","2009",2811,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2010","2010",5019,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2011","2011",4439,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2012","2012",4222,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2013","2013",4512,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2014","2014",4625,,
"GBR","United Kingdom","SFTD","% of foreign-trained doctors","TOT","Total","2008","2008",29.887,,
"GBR","United Kingdom","SFTD","% of foreign-trained doctors","TOT","Total","2009","2009",29.821,,
"GBR","United Kingdom","SFTD","% of foreign-trained doctors","TOT","Total","2010","2010",29.445,,
"GBR","United Kingdom","SFTD","% of foreign-trained doctors","TOT","Total","2011","2011",28.997,,
"GBR","United Kingdom","SFTD","% of foreign-trained doctors","TOT","Total","2012","2012",28.736,,
"GBR","United Kingdom","SFTD","% of foreign-trained doctors","TOT","Total","2013","2013",28.735,,
"GBR","United Kingdom","SFTD","% of foreign-trained doctors","TOT","Total","2014","2014",28.26,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2000","2000",6254,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2001","2001",5741,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2002","2002",6829,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2003","2003",13952,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2004","2004",10004,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2005","2005",9928,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2006","2006",6156,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2007","2007",5056,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2008","2008",5022,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2009","2009",4960,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",5945,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",5189,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",5951,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",5461,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",5939,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2006","2006",659470,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2014","2014",683625,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2006","2006",570861,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",596902,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2006","2006",88609,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",86668,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2014","2014",55,,
"GBR","United Kingdom","SFTN","% of foreign-trained nurses","TOT","Total","2006","2006",13.436,,
"GBR","United Kingdom","SFTN","% of foreign-trained nurses","TOT","Total","2014","2014",12.678,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2003","2003",12499,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2004","2004",13608,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2005","2005",10985,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2006","2006",9437,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2007","2007",6144,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2008","2008",4181,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2009","2009",2085,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",3203,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",4202,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",4362,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",5375,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",7794,,
"USA","United States","TNBD","Total number of doctors","TOT","Total","2006","2006",664814,,
"USA","United States","TNBD","Total number of doctors","TOT","Total","2007","2007",668989,,
"USA","United States","TNBD","Total number of doctors","TOT","Total","2008","2008",683965,,
"USA","United States","TNBD","Total number of doctors","TOT","Total","2010","2010",729147,,
"USA","United States","TNBD","Total number of doctors","TOT","Total","2011","2011",791602,,
"USA","United States","TNBD","Total number of doctors","TOT","Total","2012","2012",834557,,
"USA","United States","TNBD","Total number of doctors","TOT","Total","2013","2013",859470,,
"USA","United States","DTRD","Domestically-trained doctors","TOT","Total","2006","2006",498004,,
"USA","United States","DTRD","Domestically-trained doctors","TOT","Total","2007","2007",501342,,
"USA","United States","DTRD","Domestically-trained doctors","TOT","Total","2008","2008",512428,,
"USA","United States","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",548002,,
"USA","United States","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",596406,,
"USA","United States","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",626866,,
"USA","United States","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",645032,,
"USA","United States","FTDS","Foreign-trained doctors - Stock","TOT","Total","2006","2006",166810,,
"USA","United States","FTDS","Foreign-trained doctors - Stock","TOT","Total","2007","2007",167647,,
"USA","United States","FTDS","Foreign-trained doctors - Stock","TOT","Total","2008","2008",171537,,
"USA","United States","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",181145,,
"USA","United States","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",195196,,
"USA","United States","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",207691,,
"USA","United States","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",214438,,
"USA","United States","SFTD","% of foreign-trained doctors","TOT","Total","2006","2006",25.091,,
"USA","United States","SFTD","% of foreign-trained doctors","TOT","Total","2007","2007",25.06,,
"USA","United States","SFTD","% of foreign-trained doctors","TOT","Total","2008","2008",25.08,,
"USA","United States","SFTD","% of foreign-trained doctors","TOT","Total","2010","2010",24.843,,
"USA","United States","SFTD","% of foreign-trained doctors","TOT","Total","2011","2011",24.658,,
"USA","United States","SFTD","% of foreign-trained doctors","TOT","Total","2012","2012",24.886,,
"USA","United States","SFTD","% of foreign-trained doctors","TOT","Total","2013","2013",24.95,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2002","2002",6899,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2003","2003",7201,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2004","2004",7192,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2005","2005",7389,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2006","2006",7466,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2007","2007",7559,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2008","2008",7678,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2009","2009",7605,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",7318,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",7211,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",7325,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",6475,,
"USA","United States","TNBN","Total number of nurses","TOT","Total","2012","2012",4104854,,
"USA","United States","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",3858563,,
"USA","United States","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",246291,,
"USA","United States","SFTN","% of foreign-trained nurses","TOT","Total","2012","2012",6,,
"USA","United States","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2001","2001",6882,,
"USA","United States","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2002","2002",10152,,
"USA","United States","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2003","2003",12870,,
"USA","United States","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2004","2004",14954,,
"USA","United States","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2005","2005",14760,,
"USA","United States","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2006","2006",20942,,
"USA","United States","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2007","2007",22879,,
"USA","United States","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2008","2008",18935,,
"USA","United States","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2009","2009",13808,,
"USA","United States","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",8880,,
"USA","United States","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",6108,,
"USA","United States","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",5389,,
"USA","United States","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",4297,,
"USA","United States","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",4571,,
"CHL","Chile","TNBD","Total number of doctors","TOT","Total","2014","2014",36013,,
"CHL","Chile","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",30156,,
"CHL","Chile","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",5489,,
"CHL","Chile","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2014","2014",1666,,
"CHL","Chile","UUUD","Unknown place of training (doctors)","TOT","Total","2014","2014",368,,
"CHL","Chile","SFTD","% of foreign-trained doctors","TOT","Total","2014","2014",15.242,,
"CHL","Chile","TNBN","Total number of nurses","TOT","Total","2014","2014",34674,,
"CHL","Chile","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",33870,,
"CHL","Chile","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",702,,
"CHL","Chile","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2014","2014",162,,
"CHL","Chile","UUUN","Unknown place of training (nurses)","TOT","Total","2014","2014",102,,
"CHL","Chile","SFTN","% of foreign-trained nurses","TOT","Total","2014","2014",2.025,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2002","2002",2259,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2003","2003",3987,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2004","2004",4817,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2005","2005",5199,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2006","2006",5336,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2007","2007",5419,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2008","2008",5525,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2009","2009",5634,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2010","2010",5764,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2011","2011",5884,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2012","2012",6018,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2013","2013",6159,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2014","2014",6294,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2002","2002",2259,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2003","2003",3986,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2004","2004",4810,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2005","2005",5180,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2006","2006",5306,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2007","2007",5379,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2008","2008",5470,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2009","2009",5563,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",5682,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",5782,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",5897,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",6014,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",6128,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2002","2002",0,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2003","2003",1,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2004","2004",7,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2005","2005",19,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2006","2006",30,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2007","2007",40,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2008","2008",55,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2009","2009",71,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",82,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",102,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",121,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",145,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",166,,
"EST","Estonia","SFTD","% of foreign-trained doctors","TOT","Total","2002","2002",0,,
"EST","Estonia","SFTD","% of foreign-trained doctors","TOT","Total","2003","2003",0.025,,
"EST","Estonia","SFTD","% of foreign-trained doctors","TOT","Total","2004","2004",0.145,,
"EST","Estonia","SFTD","% of foreign-trained doctors","TOT","Total","2005","2005",0.365,,
"EST","Estonia","SFTD","% of foreign-trained doctors","TOT","Total","2006","2006",0.562,,
"EST","Estonia","SFTD","% of foreign-trained doctors","TOT","Total","2007","2007",0.738,,
"EST","Estonia","SFTD","% of foreign-trained doctors","TOT","Total","2008","2008",0.995,,
"EST","Estonia","SFTD","% of foreign-trained doctors","TOT","Total","2009","2009",1.26,,
"EST","Estonia","SFTD","% of foreign-trained doctors","TOT","Total","2010","2010",1.423,,
"EST","Estonia","SFTD","% of foreign-trained doctors","TOT","Total","2011","2011",1.734,,
"EST","Estonia","SFTD","% of foreign-trained doctors","TOT","Total","2012","2012",2.011,,
"EST","Estonia","SFTD","% of foreign-trained doctors","TOT","Total","2013","2013",2.354,,
"EST","Estonia","SFTD","% of foreign-trained doctors","TOT","Total","2014","2014",2.637,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2003","2003",1,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2004","2004",6,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2005","2005",12,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2006","2006",11,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2007","2007",10,,
